,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
11006,2.0,0,2.0,3,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,2000000.0
11007,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11008,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11012,4.0,0,4.0,5,Jahi,Abuja,0,8.0,1,Terraced Duplex,12000000.0
11013,2.0,0,2.0,3,Kosofe/Ikosi,Lagos,0,0.0,0,Blocks Of Flats,4500000.0
11014,2.0,0,2.0,3,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,2000000.0
11015,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11016,1.0,0,1.0,1,Jahi,Abuja,0,12.0,1,Mini flat Apartment,1750000.0
11017,1.0,0,1.0,2,Maryland,Lagos,0,0.0,0,Mini flat Apartment,2000000.0
11018,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,800000.0
11019,1.0,0,1.0,2,Yaba,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
11020,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,Mini flat Apartment,1200000.0
11021,5.0,1,5.0,6,Jahi,Abuja,0,11.0,1,Terraced Duplex,17000000.0
11022,1.0,0,1.0,2,Ogudu,Lagos,0,0.0,0,Mini flat Apartment,1400000.0
11023,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,3500000.0
11024,1.0,0,1.0,2,Ogudu,Lagos,0,0.0,0,Mini flat Apartment,1400000.0
11026,4.0,1,4.0,4,Ojodu,Lagos,0,8.0,0,Flat Apartment,4000009.0
11027,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Blocks Of Flats,8000000.0
11028,1.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,4500000.0
11029,4.0,0,5.0,6,Ojodu,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
11030,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Semi Detached Duplex,9000000.0
11031,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7500000.0
11032,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Blocks Of Flats,8500000.0
11033,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Massionette,15000000.0
11034,3.0,0,3.0,3,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
11035,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
11036,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,3500000.0
11037,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,16000000.0
11038,2.0,0,2.0,2,Bariga,Lagos,0,0.0,0,Blocks Of Flats,1500000.0
11040,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6300000.0
11041,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,40000000.0
11042,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
11043,3.0,0,3.0,3,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11044,2.0,0,2.0,2,Bariga,Lagos,0,0.0,0,Blocks Of Flats,1500000.0
11046,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6300000.0
11047,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,40000000.0
11048,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
11049,3.0,0,3.0,3,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11051,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Blocks Of Flats,15000000.0
11052,3.0,0,3.0,4,Bariga,Lagos,0,0.0,0,Blocks Of Flats,2800000.0
11053,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11054,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6000000.0
11056,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
11057,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11058,3.0,0,3.0,4,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11059,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,2800000.0
11060,4.0,1,4.0,4,Ojodu,Lagos,0,8.0,0,Flat Apartment,3500000.0
11061,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11062,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Massionette,12000000.0
11063,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,7000000.0
11064,4.0,1,4.0,4,Ojodu,Lagos,0,8.0,0,Flat Apartment,3500000.0
11065,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,2800000.0
11066,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Massionette,12000000.0
11067,2.0,0,2.0,3,Yaba,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11068,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,7000000.0
11069,4.0,1,4.0,5,Ikoyi,Lagos,1,11.0,0,Terraced Duplex,60000000.0
11070,2.0,0,2.0,3,Kosofe/Ikosi,Lagos,0,0.0,0,Blocks Of Flats,2200000.0
11071,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6000000.0
11072,7.0,1,7.0,7,Lekki,Lagos,0,8.0,0,Detached Duplex,16000000.0
11074,2.0,0,2.0,2,Shomolu,Lagos,0,0.0,0,Blocks Of Flats,1500000.0
11077,4.0,1,4.0,5,Mabushi,Abuja,0,8.0,1,Terraced Duplex,12000000.0
11078,2.0,1,2.0,3,Jahi,Abuja,0,15.0,1,Blocks Of Flats,5500000.0
11081,4.0,0,4.0,5,Jahi,Abuja,0,12.0,0,Terraced Duplex,9500000.0
11085,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,2600000.0
11086,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1500000.0
11087,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
11088,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,2500000.0
11089,1.0,0,1.0,2,Victoria Island,Lagos,0,0.0,0,Mini flat Apartment,3800000.0
11090,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Flat Apartment,3100000.0
11091,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3000000.0
11092,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1300000.0
11093,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
11094,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Massionette,20000000.0
11095,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
11096,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Massionette,12000000.0
11097,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,mini flat Studio Apartment Flat Apartment,2300000.0
11098,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,1100000.0
11099,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,2500000.0
11100,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,1100000.0
11101,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,1300000.0
11102,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
11103,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
11104,5.0,0,6.0,6,Jabi,Abuja,0,11.0,1,Terraced Duplex,13000000.0
11105,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
11106,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,8500000.0
11107,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
11109,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,11000000.0
11110,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,11000000.0
11114,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,4500000.0
11115,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,1700000.0
11122,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,7500000.0
11128,5.0,0,5.0,6,Life Camp,Abuja,0,0.0,0,Detached Duplex,15000000.0
11129,2.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6500000.0
11130,1.0,0,1.0,2,Maryland,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2000000.0
11131,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Flat Apartment,5500000.0
11132,2.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,2000000.0
11135,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Flat Apartment,15000000.0
11136,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,1000000.0
11141,1.0,0,1.0,1,Ikoyi,Lagos,0,0.0,0,mini flat Flat Apartment,5000000.0
11144,1.0,0,1.0,1,Ikoyi,Lagos,0,0.0,0,mini flat Flat Apartment,5000000.0
11174,1.0,1,1.0,1,Lekki,Lagos,0,15.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
11175,1.0,0,2.0,2,Lekki,Lagos,0,8.0,1,Mini flat Apartment,2600000.0
11176,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Mini Flat Flat Apartment,13000000.0
11177,1.0,0,1.0,1,Lekki,Lagos,0,8.0,1,mini flat Shared Apartment Flat Apartment,1300000.0
11178,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,4000000.0
11179,3.0,0,3.0,4,Ikoyi,Lagos,0,15.0,1,Flat Apartment,60000000.0
11181,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
11182,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
11183,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,1100000.0
11184,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,mini flat Flat Apartment,3000000.0
11185,2.0,1,2.0,3,Ikoyi,Lagos,0,15.0,1,Mini Flat Flat Apartment,13000000.0
11186,3.0,0,4.0,4,Ikoyi,Lagos,0,20.0,1,Flat Apartment,35000000.0
11187,3.0,0,2.0,4,Lekki,Lagos,0,15.0,0,Flat Apartment,10000000.0
11188,2.0,0,2.0,2,Lekki,Lagos,0,18.0,1,Flat Apartment,2500000.0
11189,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6750000.0
11190,1.0,1,1.0,1,Lekki,Lagos,0,18.0,1,Mini flat Apartment,3000000.0
11191,1.0,1,1.0,1,Lekki,Lagos,0,15.0,0,mini flat Shared Apartment Flat Apartment,1100000.0
11193,1.0,1,1.0,1,Lekki,Lagos,0,15.0,0,mini flat Shared Apartment Flat Apartment,1100000.0
11194,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,13500000.0
11195,5.0,1,5.0,6,Lekki,Lagos,0,15.0,0,Detached Duplex,22000000.0
11196,4.0,1,4.0,4,Lekki,Lagos,0,8.0,1,Terraced Duplex,4000000.0
11197,1.0,1,1.0,1,Lekki,Lagos,0,15.0,0,mini flat Studio Apartment Flat Apartment,2300000.0
11198,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Shop Commercial Property,40000000.0
11199,1.0,0,1.0,2,Sangotedo,Lagos,0,0.0,0,mini flat Flat Apartment,1800000.0
11201,2.0,1,3.0,3,Lekki,Lagos,0,8.0,1,Flat Apartment,11000000.0
11202,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,mini flat Studio Apartment Flat Apartment,3000000.0
11203,3.0,1,4.0,4,Ajah,Lagos,0,18.0,1,Flat Apartment,2000000.0
11204,2.0,1,3.0,3,Lekki,Lagos,0,8.0,1,Flat Apartment,11000000.0
11205,4.0,1,5.0,5,Ajah,Lagos,0,8.0,1,Detached Duplex,8000000.0
11206,2.0,1,3.0,3,Ajah,Lagos,0,18.0,1,Flat Apartment,2500000.0
11207,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,Mini flat Apartment,2000000.0
11208,1.0,1,2.0,2,Lekki,Lagos,0,8.0,1,mini flat Flat Apartment,2500000.0
11209,2.0,1,3.0,3,Lekki,Lagos,0,8.0,1,Flat Apartment,4000000.0
11210,4.0,0,5.0,5,Ajah,Lagos,0,15.0,0,Semi Detached Duplex,5000000.0
11211,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,Mini flat Apartment,4000000.0
11212,2.0,1,2.0,2,Lekki,Lagos,0,8.0,1,Studio Apartment Flat Apartment,2600000.0
11213,5.0,0,5.0,6,Lekki,Lagos,0,15.0,0,Detached Duplex,25000000.0
11214,3.0,1,3.0,4,Ikoyi,Lagos,0,8.0,0,Flat Apartment,40000000.0
11216,2.0,1,2.0,3,Lekki,Lagos,0,8.0,1,Mini Flat Flat Apartment,6000000.0
11217,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Flat Apartment,40000000.0
11218,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,550000.0
11219,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3500000.0
11220,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
11221,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,2200000.0
11222,1.0,0,1.0,1,Ibeju-Lekki,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,300000.0
11223,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Flat Apartment,750000.0
11224,4.0,1,5.0,5,Utako,Abuja,0,15.0,0,Terraced Duplex,9500000.0
11246,3.0,1,3.0,4,Ojodu,Lagos,0,15.0,0,Flat Apartment,2500000.0
11247,2.0,0,3.0,3,Amuwo Odofin,Lagos,0,0.0,0,Flat Apartment,2500000.0
11251,3.0,1,3.0,4,Kosofe/Ikosi,Lagos,0,8.0,0,Blocks Of Flats,5000000.0
11252,1.0,1,1.0,2,Ikoyi,Lagos,0,8.0,0,Mini flat Apartment,15000000.0
11253,3.0,1,3.0,4,Ikeja,Lagos,0,8.0,1,Blocks Of Flats,10000000.0
11254,5.0,1,5.0,6,Ojodu,Lagos,0,15.0,0,Detached Duplex,12000000.0
11255,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,20000000.0
11256,3.0,0,3.0,4,Kosofe/Ikosi,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
11262,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Flat Apartment,10000000.0
11269,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
11271,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,25000000.0
11279,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,7500000.0
11284,3.0,0,2.0,2,Surulere,Lagos,0,17.0,1,Flat Apartment,1300000.0
11286,2.0,0,3.0,3,Surulere,Lagos,0,17.0,1,Flat Apartment,1500000.0
11290,1.0,0,2.0,2,Yaba,Lagos,0,0.0,0,Mini flat Apartment,1900000.0
11291,1.0,0,2.0,2,Shomolu,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
11292,1.0,0,2.0,2,Ogudu,Lagos,0,0.0,0,Mini flat Apartment,900000.0
11293,1.0,0,2.0,2,Shomolu,Lagos,0,0.0,0,Mini flat Apartment,1600000.0
11294,1.0,0,2.0,2,Shomolu,Lagos,0,0.0,0,Mini flat Apartment,1800000.0
11296,2.0,0,3.0,3,Gbagada,Lagos,0,0.0,0,Semi Detached Duplex,2000000.0
11304,4.0,0,6.0,6,Wumba,Abuja,0,0.0,0,Terraced Duplex,5000000.0
11305,5.0,0,5.0,6,Ajah,Lagos,0,17.0,0,Detached Duplex,250000000.0
11306,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1300000.0
11307,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
11308,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Flat Apartment,15000000.0
11309,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2000000.0
11310,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,4000000.0
11311,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Penthouse Flat Apartment,5000000.0
11312,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,5000000.0
11313,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Terraced Duplex,4000000.0
11314,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,3500000.0
11316,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Semi Detached Duplex,5000000.0
11317,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
11318,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,1000000.0
11319,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Flat Apartment,800000.0
11320,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,350000.0
11321,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Flat Apartment,800000.0
11322,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,550000.0
11323,1.0,0,1.0,1,Ibadan,Oyo,0,0.0,0,Mini flat Apartment,350000.0
11324,1.0,0,1.0,1,Ibadan,Oyo,0,0.0,0,Mini flat Apartment,800000.0
11325,5.0,1,6.0,6,Ojodu,Lagos,0,8.0,1,Detached Duplex,14000000.0
11326,3.0,1,4.0,4,Ojodu,Lagos,0,8.0,1,Blocks Of Flats,4000000.0
11327,3.0,1,4.0,4,Ojodu,Lagos,0,8.0,1,Blocks Of Flats,3500000.0
11328,4.0,1,5.0,5,Kosofe/Ikosi,Lagos,0,8.0,1,Detached Duplex,20000000.0
11329,4.0,1,5.0,5,Kosofe/Ikosi,Lagos,0,8.0,1,Terraced Duplex,7000000.0
11330,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Flat Apartment,5000000.0
11331,4.0,1,4.0,5,Ajah,Lagos,0,8.0,1,Semi Detached Duplex,6500000.0
11332,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Semi Detached Duplex,8000000.0
11339,3.0,0,4.0,4,Wuse 1,Abuja,0,0.0,0,Blocks Of Flats,5500000.0
11340,5.0,1,6.0,6,Jabi,Abuja,0,8.0,0,Detached Duplex,35000000.0
11341,2.0,0,3.0,3,Idu,Abuja,0,13.0,0,Blocks Of Flats,2500000.0
11342,1.0,0,1.0,1,Utako,Abuja,0,0.0,0,Mini flat Apartment,2700000.0
11343,2.0,1,3.0,3,Maitama,Abuja,0,8.0,1,Blocks Of Flats,10000000.0
11344,4.0,0,5.0,5,Wuye,Abuja,0,0.0,0,Terraced Duplex,12000000.0
11345,5.0,0,6.0,6,Katampe Ext,Abuja,0,0.0,0,Semi Detached Duplex,25000000.0
11354,5.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
11355,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Commercial Property,40000000.0
11358,5.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,25000000.0
11359,5.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,25000000.0
11360,1.0,0,2.0,2,Lekki,Lagos,1,0.0,0,Mini flat Apartment,3000000.0
11361,1.0,0,2.0,2,Ikoyi,Lagos,0,0.0,0,Mini flat Apartment,9000000.0
11362,1.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,4000000.0
11363,3.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2500000.0
11376,3.0,0,3.0,4,Ajah,Lagos,0,12.0,0,Flat Apartment,4500000.0
11378,1.0,1,1.0,2,Lekki,Lagos,0,15.0,0,Mini flat Apartment,2600000.0
11379,3.0,1,3.0,4,Ajah,Lagos,0,11.0,0,Flat Apartment,4000000.0
11383,3.0,1,3.0,4,Okota,Lagos,0,8.0,1,Flat Apartment,2500000.0
11385,3.0,1,3.0,4,Okota,Lagos,0,8.0,1,Flat Apartment,2500000.0
11390,3.0,1,3.0,4,Okota,Lagos,0,8.0,0,Studio Apartment Flat Apartment,3500000.0
11393,3.0,1,3.0,4,Shomolu,Lagos,0,8.0,0,Flat Apartment,3500000.0
11394,3.0,1,3.0,3,Yaba,Lagos,0,8.0,0,Flat Apartment,6000000.0
11395,2.0,1,2.0,3,Surulere,Lagos,0,8.0,0,Flat Apartment,3500000.0
11396,3.0,1,3.0,3,Yaba,Lagos,0,8.0,0,Flat Apartment,6000000.0
11397,2.0,1,2.0,3,Surulere,Lagos,0,8.0,0,Flat Apartment,3500000.0
11398,4.0,1,4.0,4,Ikeja,Lagos,0,15.0,0,Flat Apartment,8000000.0
11399,1.0,1,1.0,2,Ipaja,Lagos,0,8.0,0,mini flat Flat Apartment,800000.0
11400,3.0,1,3.0,4,Victoria Island,Lagos,0,8.0,0,Flat Apartment,14000000.0
11401,4.0,1,4.0,4,Surulere,Lagos,0,8.0,0,Flat Apartment,4000000.0
11402,3.0,1,3.0,4,Alimosho,Lagos,0,8.0,0,Flat Apartment,2000000.0
11403,3.0,1,3.0,3,Gbagada,Lagos,0,8.0,0,Flat Apartment,9000000.0
11404,4.0,0,4.0,4,Ilupeju,Lagos,0,0.0,0,Flat Apartment,12000000.0
11405,3.0,0,2.0,3,Ibadan,Oyo,0,17.0,0,Flat Apartment,1500000.0
11406,2.0,0,2.0,3,Ibadan,Oyo,0,15.0,1,Flat Apartment,1000000.0
11407,4.0,0,4.0,5,Ibadan,Oyo,0,8.0,1,Detached Duplex,13000000.0
11408,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Terraced Duplex,8000000.0
11409,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11410,4.0,0,4.0,5,Ikoyi,Lagos,0,15.0,1,Massionette,90000000.0
11411,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11412,4.0,0,4.0,5,Ajah,Lagos,0,11.0,0,Semi Detached Duplex,5000000.0
11414,2.0,1,2.0,3,Lekki,Lagos,0,15.0,0,Blocks Of Flats,4000000.0
11415,3.0,0,3.0,3,Ogudu,Lagos,0,0.0,0,Blocks Of Flats,4500000.0
11417,1.0,0,1.0,1,Victoria Island,Lagos,0,0.0,0,Mini flat Apartment,4000000.0
11421,2.0,0,3.0,3,Gaduwa,Abuja,0,0.0,0,Flat Apartment,4000000.0
11422,3.0,0,4.0,4,Maitama,Abuja,0,0.0,0,Flat Apartment,18000000.0
11423,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,4000000.0
11424,3.0,0,3.0,4,Surulere,Lagos,0,0.0,0,Flat Apartment,6000000.0
11425,3.0,0,3.0,4,Surulere,Lagos,0,0.0,0,Flat Apartment,6000000.0
11426,3.0,0,3.0,4,Surulere,Lagos,0,0.0,0,Terraced Duplex,8000000.0
11427,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,4000000.0
11428,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,3000000.0
11429,3.0,0,3.0,4,Surulere,Lagos,0,0.0,0,Flat Apartment,4000000.0
11431,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,3000000.0
11434,3.0,0,3.0,4,Ikeja,Lagos,0,0.0,0,Flat Apartment,5500000.0
11435,1.0,0,1.0,2,Ogudu,Lagos,0,0.0,0,Mini flat Apartment,1700000.0
11436,1.0,1,1.0,1,Shomolu,Lagos,0,8.0,0,mini flat Studio Apartment Flat Apartment,1000000.0
11437,1.0,1,2.0,2,Shomolu,Lagos,0,8.0,0,Mini flat Apartment,1700000.0
11447,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,13000000.0
11448,4.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,9000000.0
11449,3.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,1800000.0
11450,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2200000.0
11451,3.0,0,3.0,4,Kubwa,Abuja,0,0.0,0,Terraced Duplex,3000000.0
11481,2.0,0,2.0,2,Ogba,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11487,5.0,1,5.0,6,Ikeja,Lagos,0,8.0,1,Detached Duplex,25000000.0
11488,5.0,1,5.0,6,Ikeja,Lagos,0,8.0,1,Semi Detached Duplex,25000000.0
11489,2.0,0,2.0,3,Ogba,Lagos,0,0.0,0,Flat Apartment,2000000.0
11491,1.0,0,2.0,2,Ikotun/Igando,Lagos,0,0.0,0,mini flat Flat Apartment,1500000.0
11492,2.0,0,3.0,3,Egbe/Idimu,Lagos,0,0.0,0,Flat Apartment,1600000.0
11493,4.0,0,4.0,5,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,2000000.0
11494,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,10000000.0
11495,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,7000000.0
11496,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
11497,3.0,0,6.0,6,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
11499,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
11501,3.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2000000.0
11504,2.0,0,1.0,2,Ogba,Lagos,0,0.0,0,Flat Apartment,7000000.0
11506,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,mini flat Massionette,2500000.0
11507,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,mini flat Flat Apartment,8000000.0
11514,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,7000000.0
11516,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,9000000.0
11517,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,2500000.0
11518,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,25000000.0
11519,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,4000000.0
11520,4.0,1,5.0,5,Ibadan,Oyo,0,8.0,1,Terraced Duplex,6000000.0
11521,2.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Terraced Bungalow,600000.0
