,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
5276,3.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Penthouse Flat Apartment,2600000.0
5278,5.0,0,5.0,6,Ilupeju,Lagos,0,15.0,1,Detached Duplex,10000000.0
5279,4.0,0,4.0,5,Ikeja,Lagos,0,15.0,0,Terraced Duplex,40000000.0
5280,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,55000000.0
5281,1.0,0,1.0,2,Victoria Island,Lagos,0,0.0,0,Mini flat Apartment,7000000.0
5282,5.0,0,5.0,6,Ikoyi,Lagos,0,15.0,1,Massionette,60000000.0
5283,1.0,0,1.0,1,Ajah,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,500000.0
5284,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1000000.0
5285,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1000000.0
5289,3.0,0,4.0,4,Life Camp,Abuja,0,15.0,1,Terraced Duplex,3500000.0
5290,3.0,0,3.0,4,Jahi,Abuja,0,0.0,0,Flat Apartment,6500000.0
5291,3.0,0,3.0,4,Asokoro,Abuja,0,0.0,0,Flat Apartment,7500000.0
5292,1.0,0,1.0,1,Durumi,Abuja,0,11.0,0,mini flat Boys Quarters Flat Apartment,800000.0
5293,5.0,0,5.0,5,Guzape,Abuja,0,0.0,0,Terraced Duplex,17000000.0
5294,3.0,0,4.0,4,Garki 1,Abuja,0,0.0,0,Shared Apartment Flat Apartment,1350000.0
5295,3.0,0,3.0,4,Katampe Main,Abuja,0,15.0,0,Flat Apartment,7000000.0
5296,10.0,0,10.0,10,Lekki,Lagos,0,0.0,0,Blocks Of Flats,42000000.0
5297,1.0,0,1.0,1,Kaura (Games Village),Abuja,0,11.0,0,mini flat Boys Quarters Flat Apartment,800000.0
5298,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Terraced Duplex,5000000.0
5299,5.0,0,5.0,6,Guzape,Abuja,0,0.0,0,Detached Duplex,15000000.0
5300,3.0,0,4.0,4,Ado Odo/Ota,Ogun,0,0.0,0,Shared Apartment Flat Apartment,150000.0
5301,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,800000.0
5302,5.0,0,5.0,6,Lekki,Lagos,0,3.0,0,Detached Duplex,60000000.0
5303,3.0,0,4.0,4,Ajah,Lagos,0,13.0,1,Penthouse Flat Apartment,2700000.0
5304,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Flat Apartment,14000000.0
5305,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Semi Detached Bungalow,2500000.0
5307,1.0,0,1.0,1,Ibadan,Oyo,0,0.0,0,mini flat Self Contain Flat Apartment,600000.0
5309,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
5310,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,1300000.0
5311,3.0,0,4.0,4,Ejigbo,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
5312,1.0,0,1.0,1,Alimosho,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,450000.0
5314,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,55000000.0
5316,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,10000000.0
5317,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,12000000.0
5318,6.0,0,6.0,7,Lekki,Lagos,0,18.0,0,Detached Duplex,15000000.0
5319,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
5320,1.0,0,1.0,1,Gbagada,Lagos,0,0.0,0,Mini flat Apartment,1300000.0
5321,5.0,1,5.0,6,Lekki,Lagos,0,8.0,1,Detached Duplex,18000000.0
5322,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,5000000.0
5323,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
5324,1.0,1,1.0,1,Lekki,Lagos,1,8.0,0,mini flat Self Contain Flat Apartment,1400000.0
5325,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,40000000.0
5326,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,40000000.0
5327,5.0,1,5.0,6,Lekki,Lagos,0,8.0,1,Detached Duplex,18000000.0
5328,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Semi Detached Duplex,15000000.0
5329,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Flat Apartment,4000000.0
5330,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Terraced Duplex,25000000.0
5331,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,6000000.0
5332,1.0,1,1.0,1,Victoria Island,Lagos,0,8.0,0,mini flat Studio Apartment Flat Apartment,4000000.0
5333,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,Mini flat Apartment,2700000.0
5334,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Penthouse Flat Apartment,15000000.0
5335,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,18000000.0
5336,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
5337,2.0,1,2.0,3,Lekki,Lagos,1,8.0,1,Flat Apartment,12000000.0
5338,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Massionette,10000000.0
5339,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6800000.0
5340,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,18000000.0
5341,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Penthouse Flat Apartment,15000000.0
5342,4.0,1,4.0,5,Victoria Island,Lagos,0,8.0,1,Terraced Duplex,25000000.0
5343,2.0,1,2.0,3,Lekki,Lagos,1,8.0,1,Flat Apartment,12000000.0
5344,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,25000000.0
5345,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Massionette,10000000.0
5346,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,5500000.0
5347,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6800000.0
5349,5.0,1,5.0,6,Ikoyi,Lagos,0,8.0,1,Terraced Duplex,35000000.0
5350,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
5352,4.0,1,4.0,5,Ikoyi,Lagos,0,8.0,0,Semi Detached Duplex,25000000.0
5353,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
5355,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,17000000.0
5356,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,30000000.0
5357,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Massionette,50000000.0
5358,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Massionette,50000000.0
5368,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,25000000.0
5370,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,900000.0
5371,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shop Commercial Property,2000000.0
5372,3.0,0,3.0,4,Ilupeju,Lagos,0,15.0,1,Terraced Duplex,9500000.0
5376,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
5377,2.0,0,3.0,3,Ilupeju,Lagos,0,15.0,1,Flat Apartment,9000000.0
5378,2.0,1,3.0,3,Yaba,Lagos,0,18.0,1,Flat Apartment,3500000.0
5379,2.0,0,3.0,3,Ilupeju,Lagos,0,12.0,0,Flat Apartment,4500000.0
5383,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,15000000.0
5384,3.0,0,4.0,4,Yaba,Lagos,0,0.0,0,Flat Apartment,6500000.0
5385,2.0,0,3.0,3,Ilupeju,Lagos,0,0.0,0,Flat Apartment,6000000.0
5386,2.0,0,3.0,3,Gbagada,Lagos,0,0.0,0,Flat Apartment,4000000.0
5388,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shop Commercial Property,1200000.0
5389,5.0,1,5.0,6,Ojodu,Lagos,0,8.0,1,Semi Detached Duplex,9000000.0
5391,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
5393,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
5396,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Blocks Of Flats,25000000.0
5397,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1000000.0
5398,6.0,0,5.0,6,Surulere,Lagos,0,0.0,0,Detached Duplex,6000000.0
5399,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,1700000.0
5401,2.0,0,1.0,2,Ikoyi,Lagos,0,0.0,0,Flat Apartment,35000000.0
5402,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2000000.0
5403,2.0,0,3.0,3,Jahi,Abuja,0,0.0,0,Flat Apartment,4500000.0
5404,2.0,0,2.0,3,Kubwa,Abuja,0,0.0,0,Flat Apartment,2500000.0
5406,3.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,1800000.0
5407,3.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
5408,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
5409,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Blocks Of Flats,7000000.0
5410,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2300000.0
5411,2.0,0,2.0,2,Ajah,Lagos,0,0.0,0,Flat Apartment,1500000.0
5412,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6500000.0
5414,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Blocks Of Flats,25000000.0
5415,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
5420,5.0,1,5.0,6,Ojodu,Lagos,0,8.0,1,Semi Detached Duplex,9000000.0
5421,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
5422,2.0,0,1.0,2,Ikoyi,Lagos,0,0.0,0,Flat Apartment,35000000.0
5423,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,1700000.0
5424,2.0,0,3.0,3,Ajah,Lagos,0,15.0,0,Flat Apartment,2000000.0
5425,2.0,0,3.0,3,Jahi,Abuja,0,0.0,0,Flat Apartment,4500000.0
5426,6.0,0,5.0,6,Surulere,Lagos,0,0.0,0,Detached Duplex,6000000.0
5427,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1000000.0
5429,1.0,0,1.0,2,Isolo,Lagos,0,15.0,0,Mini flat Apartment,1000000.0
5430,2.0,0,3.0,3,Isolo,Lagos,0,0.0,0,Flat Apartment,1000000.0
5431,2.0,0,2.0,3,Isolo,Lagos,0,0.0,0,Flat Apartment,1500000.0
5432,2.0,0,2.0,3,Kubwa,Abuja,0,0.0,0,Flat Apartment,2500000.0
5433,2.0,0,2.0,2,Ajah,Lagos,0,0.0,0,Flat Apartment,1500000.0
5434,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Blocks Of Flats,25000000.0
5435,6.0,0,5.0,6,Surulere,Lagos,0,0.0,0,Detached Duplex,6000000.0
5436,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1000000.0
5437,1.0,0,1.0,2,Isolo,Lagos,0,15.0,0,Mini flat Apartment,1000000.0
5438,1.0,0,1.0,1,Sangotedo,Lagos,1,0.0,0,Mini flat Apartment,1900000.0
5439,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Flat Apartment,3500000.0
5440,2.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,1700000.0
5441,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2300000.0
5442,2.0,0,2.0,3,Isolo,Lagos,0,15.0,0,Flat Apartment,1100000.0
5443,2.0,0,2.0,3,Abule Egba,Lagos,0,15.0,0,Mini Flat Flat Apartment,1200000.0
5444,1.0,0,1.0,1,Abule Egba,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,400000.0
5445,1.0,0,1.0,1,Lugbe,Abuja,0,8.0,0,mini flat Self Contain Flat Apartment,800000.0
5446,2.0,0,3.0,3,Isolo,Lagos,0,0.0,0,Flat Apartment,1000000.0
5447,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,9000000.0
5448,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,8500000.0
5451,2.0,1,1.0,2,Ikoyi,Lagos,0,8.0,0,Flat Apartment,35000000.0
5452,4.0,0,4.0,4,Ikeja,Lagos,0,8.0,1,Terraced Duplex,20000000.0
5457,3.0,1,3.0,4,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2200000.0
5458,3.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,9000000.0
5462,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,1500000.0
5463,3.0,0,3.0,4,Ajah,Lagos,1,0.0,0,Blocks Of Flats,4500000.0
5464,3.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Massionette,10500000.0
5465,3.0,1,3.0,3,Maryland,Lagos,0,8.0,0,Flat Apartment,20000000.0
5466,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5467,2.0,1,2.0,2,Okota,Lagos,0,8.0,0,Flat Apartment,1600000.0
5471,1.0,0,1.0,2,Isolo,Lagos,0,0.0,0,mini flat Flat Apartment,1400000.0
5472,3.0,1,3.0,4,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2200000.0
5474,3.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,9000000.0
5478,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,8500000.0
5479,2.0,1,3.0,3,Abule Egba,Lagos,0,15.0,0,Flat Apartment,1700000.0
5480,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,9000000.0
5481,2.0,1,1.0,2,Ikoyi,Lagos,0,8.0,0,Flat Apartment,35000000.0
5482,4.0,0,4.0,4,Ikeja,Lagos,0,8.0,1,Terraced Duplex,20000000.0
5486,3.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Massionette,10500000.0
5487,3.0,0,3.0,4,Ajah,Lagos,1,0.0,0,Blocks Of Flats,4500000.0
5488,3.0,1,3.0,3,Maryland,Lagos,0,8.0,0,Flat Apartment,20000000.0
5489,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5492,3.0,0,3.0,4,Ajah,Lagos,1,0.0,0,Blocks Of Flats,4500000.0
5493,3.0,1,3.0,3,Maryland,Lagos,0,8.0,0,Flat Apartment,20000000.0
5494,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5501,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
5502,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,7000000.0
5504,4.0,1,5.0,5,Ojodu,Lagos,0,8.0,1,Detached Duplex,10000000.0
5505,2.0,0,1.0,2,Ikoyi,Lagos,1,11.0,0,Flat Apartment,15000000.0
5512,1.0,0,1.0,1,Isolo,Lagos,0,15.0,1,Mini flat Apartment,900000.0
5513,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
5514,5.0,0,5.0,6,Ikeja,Lagos,0,0.0,0,Detached Duplex,25000000.0
5515,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5516,2.0,1,3.0,3,Ipaja,Lagos,0,15.0,0,Flat Apartment,900000.0
5518,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,5000000.0
5520,2.0,0,2.0,3,Isolo,Lagos,0,15.0,1,Flat Apartment,1500000.0
5521,2.0,0,2.0,3,Lugbe,Abuja,0,0.0,0,Mini Flat Flat Apartment,4500000.0
5523,2.0,0,2.0,3,Isolo,Lagos,0,0.0,0,Flat Apartment,1500000.0
5524,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2500000.0
5526,1.0,0,2.0,2,Yaba,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
5527,5.0,1,5.0,5,Ojodu,Lagos,0,8.0,1,Semi Detached Duplex,15000000.0
5529,2.0,0,3.0,3,Surulere,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
5530,3.0,0,4.0,4,Durumi,Abuja,0,0.0,0,Flat Apartment,7000000.0
5534,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Blocks Of Flats,20000000.0
5536,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,900000.0
5537,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,800000.0
5538,2.0,1,3.0,3,Ojodu,Lagos,0,8.0,1,Blocks Of Flats,2000000.0
5539,4.0,1,5.0,5,Ojodu,Lagos,0,8.0,1,Detached Duplex,7000000.0
5543,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Self Contain Flat Apartment,45000000.0
5545,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2000000.0
5546,2.0,0,3.0,3,Okota,Lagos,0,17.0,0,Flat Apartment,2200000.0
5548,4.0,1,4.0,5,Wuse 2,Abuja,0,8.0,0,Semi Detached Duplex,65000000.0
5549,5.0,1,5.0,6,Karmo,Abuja,0,8.0,0,Detached Duplex,12000000.0
5550,2.0,1,2.0,2,Yaba,Lagos,0,8.0,0,Flat Apartment,3500000.0
5551,1.0,1,1.0,1,Yaba,Lagos,0,8.0,0,Mini flat Apartment,1800000.0
5552,1.0,1,1.0,1,Yaba,Lagos,0,8.0,0,Mini flat Apartment,1500000.0
5556,4.0,1,4.0,5,Ikoyi,Lagos,0,17.0,0,Semi Detached Duplex,40000000.0
5558,5.0,1,5.0,6,Lekki,Lagos,0,17.0,1,Terraced Duplex,7000000.0
5559,3.0,1,3.0,4,Ikoyi,Lagos,1,8.0,1,Flat Apartment,40000000.0
5560,3.0,1,3.0,4,Ikoyi,Lagos,0,8.0,1,Flat Apartment,15000000.0
5561,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Semi Detached Duplex,12000000.0
5562,2.0,1,2.0,3,Okota,Lagos,0,8.0,1,Flat Apartment,2000000.0
5566,4.0,1,4.0,5,Lekki,Lagos,0,15.0,1,Semi Detached Duplex,12000000.0
5567,3.0,1,3.0,4,Ajah,Lagos,0,8.0,0,Flat Apartment,2500000.0
5568,3.0,1,3.0,4,Alimosho,Lagos,0,8.0,0,Flat Apartment,2500000.0
5575,3.0,1,3.0,4,Lekki,Lagos,0,15.0,0,Blocks Of Flats,12000000.0
5576,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Blocks Of Flats,10000000.0
5577,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
5578,4.0,1,4.0,5,Victoria Island,Lagos,0,8.0,0,Semi Detached Duplex,20000000.0
5584,1.0,1,1.0,1,Kosofe/Ikosi,Lagos,0,15.0,0,Mini flat Apartment,750000.0
5585,2.0,0,2.0,2,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,1500000.0
5589,3.0,0,4.0,4,Galadinmawa,Abuja,0,0.0,0,Flat Apartment,4000000.0
5590,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
5591,2.0,0,2.0,3,Ogudu,Lagos,0,0.0,0,Flat Apartment,2500000.0
5594,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,4500000.0
5595,4.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,6500000.0
5596,3.0,0,3.0,4,Kubwa,Abuja,0,0.0,0,Semi Detached Duplex,3000000.0
5597,3.0,0,3.0,4,Bwari,Abuja,0,0.0,0,Flat Apartment,1200000.0
5601,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,7000000.0
5604,1.0,1,2.0,2,Ikorodu,Lagos,0,8.0,0,Mini flat Apartment,400000.0
5605,2.0,0,1.0,2,Ibadan,Oyo,0,0.0,0,Flat Apartment,3500000.0
5607,3.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
5608,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
5611,4.0,0,4.0,4,Ogudu,Lagos,0,15.0,1,Semi Detached Duplex,25000000.0
5612,3.0,0,3.0,4,Ikeja,Lagos,0,12.0,0,Blocks Of Flats,12500000.0
5613,4.0,0,4.0,4,Ogudu,Lagos,0,15.0,1,Semi Detached Duplex,25000000.0
5614,1.0,0,1.0,1,Ikorodu,Lagos,0,11.0,0,Mini flat Apartment,500000.0
5615,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
5616,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Detached Duplex,60000000.0
5617,2.0,0,2.0,2,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,10500000.0
5618,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
5619,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,18000000.0
5620,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1500000.0
5621,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
5624,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
5625,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,Mini flat Apartment,800000.0
5626,4.0,0,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,35000000.0
5632,2.0,0,2.0,3,Ikoyi,Lagos,0,11.0,0,Flat Apartment,14000000.0
5635,4.0,0,4.0,5,Kosofe/Ikosi,Lagos,0,8.0,0,Terraced Duplex,8500000.0
5636,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,2800000.0
5641,2.0,0,1.0,2,Victoria Island,Lagos,0,17.0,1,Flat Apartment,10000000.0
5642,1.0,0,1.0,1,Obafemi Owode,Ogun,0,0.0,0,mini flat Flat Apartment,350000.0
5643,1.0,0,1.0,1,Obafemi Owode,Ogun,0,0.0,0,Mini flat Apartment,600000.0
5648,3.0,0,3.0,4,Ajah,Lagos,0,15.0,1,Blocks Of Flats,1700000.0
5649,2.0,0,2.0,2,Ajah,Lagos,0,15.0,1,Blocks Of Flats,2500000.0
5650,4.0,0,4.0,4,Ajah,Lagos,0,15.0,0,Semi Detached Duplex,3300000.0
5651,3.0,0,3.0,4,Ajah,Lagos,0,15.0,1,Terraced Duplex,3500000.0
5652,2.0,0,2.0,3,Lekki,Lagos,0,15.0,1,Massionette,14000000.0
5653,4.0,0,4.0,5,Isolo,Lagos,0,15.0,1,Flat Apartment,3000000.0
5654,2.0,0,2.0,3,Isolo,Lagos,0,15.0,1,Flat Apartment,1700000.0
5657,5.0,0,6.0,6,Abule Egba,Lagos,0,0.0,0,Hotel Guest  Commercial Property,1500000.0
5658,2.0,0,3.0,3,Okota,Lagos,0,15.0,1,Flat Apartment,2500000.0
5659,2.0,0,3.0,3,Isolo,Lagos,0,0.0,0,Flat Apartment,1000000.0
5660,2.0,0,3.0,3,Isolo,Lagos,0,15.0,1,Flat Apartment,1700000.0
5661,5.0,1,6.0,6,Kosofe/Ikosi,Lagos,0,8.0,1,Semi Detached Duplex,10000000.0
5662,4.0,1,4.0,5,Lekki,Lagos,0,15.0,1,Terraced Duplex,11000000.0
5663,1.0,0,1.0,2,Ikoyi,Lagos,0,15.0,1,mini flat Flat Apartment,14000000.0
5664,3.0,0,3.0,4,Ikoyi,Lagos,0,15.0,1,Flat Apartment,26000000.0
5665,3.0,0,3.0,4,Lekki,Lagos,0,17.0,1,Flat Apartment,7000000.0
5666,4.0,1,5.0,5,Ikeja,Lagos,0,8.0,0,Terraced Duplex,18000000.0
5667,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,300000.0
5669,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
5670,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
5672,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,800000.0
5673,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,600000.0
5674,1.0,0,2.0,2,Surulere,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
5675,3.0,1,3.0,4,Ibadan,Oyo,0,8.0,1,Self Contain Flat Apartment,4000000.0
5676,2.0,0,2.0,3,Ojodu,Lagos,0,0.0,0,Flat Apartment,2700000.0
5677,3.0,1,3.0,4,Ojodu,Lagos,0,15.0,0,Blocks Of Flats,3000000.0
5678,4.0,1,4.0,5,Ojodu,Lagos,0,8.0,0,Terraced Duplex,3000000.0
5679,2.0,1,2.0,2,Lekki,Lagos,0,8.0,0,Flat Apartment,4500000.0
5681,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,1700000.0
5682,5.0,0,5.0,5,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,5000000.0
5690,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Penthouse Flat Apartment,1700000.0
5696,3.0,1,3.0,4,Ikoyi,Lagos,0,8.0,1,Flat Apartment,22000000.0
5699,4.0,0,4.0,5,Katampe Ext,Abuja,0,0.0,0,Terraced Duplex,10000000.0
5700,2.0,0,2.0,3,Mabushi,Abuja,0,0.0,0,Flat Apartment,4500000.0
5701,4.0,1,4.0,5,Lekki,Lagos,0,18.0,0,Blocks Of Flats,6500000.0
5702,2.0,0,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,1800000.0
5703,1.0,1,1.0,2,Lekki,Lagos,0,8.0,0,mini flat Flat Apartment,2000000.0
5704,3.0,1,3.0,4,Ikoyi,Lagos,0,15.0,1,Flat Apartment,20000000.0
5710,2.0,0,2.0,3,Asaba,Delta,0,0.0,0,Detached Duplex,1500000.0
5711,1.0,1,1.0,1,Lekki,Lagos,0,15.0,1,Mini flat Apartment,2600000.0
5712,3.0,1,3.0,4,Lekki,Lagos,0,8.0,0,Flat Apartment,4000000.0
5713,3.0,1,3.0,4,Lekki,Lagos,0,15.0,1,Flat Apartment,5000000.0
5714,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Flat Apartment,7500000.0
5715,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1800000.0
5716,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
5717,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,mini flat Flat Apartment,3500000.0
5718,2.0,0,3.0,3,Ikoyi,Lagos,0,0.0,0,Flat Apartment,10000000.0
